Date,Hour,Time of Day,Channel,Service Type,Ad Spend,Conversions,Revenue,Customer Type
2024-09-28,15,Afternoon,Online,Premium,12.62,6,119.74,New
2024-08-27,15,Afternoon,Online,Basic,82.56,2,143.86,New
2025-03-01,18,Evening,Online,Deluxe,19.86,3,50.87,New
2024-06-05,18,Evening,Walk-in,Deluxe,15.04,4,52.78,New
2024-11-06,10,Morning,Online,Premium,52.48,2,245.47,Returning
2024-05-07,11,Morning,Online,Premium,20.31,3,84.84,New
2024-08-18,14,Afternoon,Walk-in,Deluxe,98.87,7,1246.14,New
2024-05-13,15,Afternoon,Walk-in,Premium,52.96,3,235.25,New
2025-03-10,17,Evening,Online,Basic,13.69,3,51.53,New
2025-02-17,11,Morning,Online,Premium,96.93,1,118.86,New
2024-08-28,20,Evening,Walk-in,Deluxe,40.09,4,321.02,Returning
2024-10-26,18,Evening,Social Media,Premium,79.98,2,292.09,Returning
2024-12-31,15,Afternoon,Online,Deluxe,19.25,3,121.17,Returning
2024-11-22,20,Evening,Online,Premium,94.77,3,585.47,Returning
2024-09-24,14,Afternoon,Walk-in,Basic,35.6,3,177.83,Returning
2025-01-11,8,Morning,Social Media,Basic,51.56,3,321.52,Returning
2024-07-30,10,Morning,Online,Premium,68.01,5,312.18,Returning
2024-10-11,18,Evening,Walk-in,Deluxe,40.49,4,252.28,Returning
2024-10-13,13,Afternoon,Walk-in,Basic,17.99,2,30.14,Returning
2024-07-11,9,Morning,Online,Deluxe,71.68,3,531.32,New
2025-03-22,13,Afternoon,Online,Deluxe,59.05,5,579.46,New
2025-03-24,13,Afternoon,Walk-in,Basic,85.8,3,369.43,Returning
2025-02-11,12,Afternoon,Online,Deluxe,92.62,0,0,Returning
2024-12-13,18,Evening,Online,Premium,50.99,3,269.32,New
2024-07-17,15,Afternoon,Phone,Basic,86.62,2,301.48,New
2024-10-21,8,Morning,Social Media,Premium,17.83,2,71.81,Returning
2024-11-10,8,Morning,Online,Premium,59.7,2,222.33,New
2024-07-21,9,Morning,Walk-in,Premium,95.38,4,948.29,New
2024-12-01,17,Evening,Phone,Deluxe,39.85,2,98.29,Returning
2024-05-06,14,Afternoon,Online,Deluxe,85.92,0,0,Returning
2025-04-13,8,Morning,Walk-in,Deluxe,21.81,0,0,New
2024-05-22,17,Evening,Online,Basic,51.01,2,163.03,Returning
2025-03-11,15,Afternoon,Online,Premium,23.61,3,89.91,Returning
2024-12-11,18,Evening,Walk-in,Basic,59.75,6,623.72,Returning
2024-06-25,20,Evening,Online,Deluxe,79.16,4,358.07,Returning
2024-06-04,15,Afternoon,Walk-in,Deluxe,45.11,3,261.72,Returning
2024-08-20,21,Night,Online,Premium,5.2,2,20.26,New
2025-02-06,13,Afternoon,Online,Deluxe,68.38,4,418.69,Returning
2024-08-24,17,Evening,Online,Premium,14.68,2,63.84,Returning
2024-09-02,11,Morning,Online,Premium,98.17,5,748.33,Returning
2024-12-16,15,Afternoon,Walk-in,Premium,41.94,0,0,New
2024-05-11,21,Night,Online,Premium,83.82,6,432.38,Returning
2024-06-21,14,Afternoon,Online,Basic,13.12,7,147.29,New
2024-08-06,8,Morning,Phone,Deluxe,56.01,2,90.96,Returning
2024-10-18,20,Evening,Social Media,Basic,30.79,3,135.96,Returning
2025-02-06,14,Afternoon,Walk-in,Deluxe,92.51,3,544.62,New
2024-08-29,9,Morning,Phone,Premium,56.08,3,359.89,New
2024-11-10,18,Evening,Walk-in,Premium,19.23,3,112.38,New
2024-06-11,18,Evening,Walk-in,Deluxe,16.39,2,45.72,Returning
2024-05-01,9,Morning,Walk-in,Deluxe,77.11,5,519.19,New
2025-01-03,20,Evening,Walk-in,Basic,18.35,6,132.89,Returning
2024-08-14,10,Morning,Online,Deluxe,69.06,1,98.39,Returning
2024-06-30,21,Night,Phone,Premium,61.49,1,144.31,New
2024-08-24,20,Evening,Walk-in,Basic,64.46,2,128.12,Returning
2024-06-26,13,Afternoon,Walk-in,Premium,75.73,1,157.27,Returning
2025-03-09,21,Night,Online,Basic,95.34,0,0,New
2024-12-29,18,Evening,Phone,Premium,54.69,4,202.27,Returning
2025-03-11,15,Afternoon,Walk-in,Premium,84.02,1,208.82,Returning
2024-09-02,9,Morning,Walk-in,Basic,86.13,2,398.54,Returning
2025-03-06,19,Evening,Walk-in,Premium,17.66,2,38.5,New
2025-02-03,15,Afternoon,Online,Deluxe,84.89,2,220.52,Returning
2025-04-26,18,Evening,Online,Deluxe,63.9,1,119.22,New
2024-05-20,11,Morning,Online,Premium,41.71,2,158,New
2025-02-07,8,Morning,Walk-in,Deluxe,56.82,4,275.86,Returning
2024-11-29,15,Afternoon,Walk-in,Basic,47.95,4,383.3,New
2024-07-09,10,Morning,Online,Basic,8.06,5,64.61,Returning
2024-08-02,13,Afternoon,Online,Deluxe,92.07,4,652.26,Returning
2025-04-10,19,Evening,Online,Premium,73.59,4,377.88,New
2025-04-10,10,Morning,Phone,Deluxe,43.05,2,70.12,New
2024-06-01,14,Afternoon,Online,Premium,43.38,3,165,Returning
2024-05-31,19,Evening,Phone,Premium,59.72,8,954.43,New
2025-04-20,20,Evening,Phone,Basic,81.12,6,549.85,New
2024-10-18,12,Afternoon,Online,Basic,34.64,2,115.88,New
2024-07-13,19,Evening,Walk-in,Deluxe,68.38,2,195.41,Returning
2025-02-10,18,Evening,Phone,Deluxe,27.17,2,92.34,New
2025-01-22,13,Afternoon,Walk-in,Premium,35.4,3,226.45,New
2024-07-11,15,Afternoon,Walk-in,Basic,83.39,1,118.3,New
2024-05-29,18,Evening,Walk-in,Deluxe,18.27,1,35.85,New
2024-12-03,11,Morning,Online,Deluxe,12.11,7,137.48,Returning
2024-07-17,16,Afternoon,Walk-in,Premium,87.03,4,446.42,New
2025-03-19,9,Morning,Phone,Basic,8.6,1,13.55,Returning
2025-04-20,16,Afternoon,Phone,Basic,40.77,5,286.4,New
2025-02-17,18,Evening,Online,Deluxe,77.56,4,379.79,New
2025-01-28,15,Afternoon,Walk-in,Basic,37.47,2,104.51,Returning
2024-11-28,17,Evening,Walk-in,Basic,6.99,5,79.55,Returning
2025-03-06,15,Afternoon,Online,Deluxe,52.65,1,43.48,Returning
2025-01-30,19,Evening,Online,Basic,59.52,3,184.53,New
2024-12-14,17,Evening,Online,Premium,56.26,4,244.84,New
2024-11-18,15,Afternoon,Online,Premium,54.92,5,540.14,New
2024-08-19,17,Evening,Walk-in,Basic,85.02,3,460.55,Returning
2024-10-02,13,Afternoon,Phone,Deluxe,96.04,4,474.41,New
2024-11-22,8,Morning,Online,Basic,14.08,6,171.12,Returning
2025-03-19,18,Evening,Social Media,Premium,64.33,3,385.17,Returning
2024-10-15,11,Morning,Walk-in,Premium,68.36,2,200.77,New
2025-02-13,19,Evening,Phone,Premium,29.6,4,128.86,New
2024-11-14,21,Night,Online,Premium,15.27,1,36.55,New
2024-05-20,19,Evening,Online,Basic,82.52,4,521.07,Returning
2025-04-09,15,Afternoon,Walk-in,Basic,93.95,3,624.03,New
2025-02-21,21,Night,Online,Basic,76.43,2,210.36,New
2025-01-13,15,Afternoon,Walk-in,Basic,46.17,4,261.58,Returning
2025-03-02,14,Afternoon,Walk-in,Basic,23.74,8,278.06,New
2024-06-02,9,Morning,Phone,Deluxe,53.97,4,428.69,New
2025-04-05,13,Afternoon,Online,Deluxe,47.2,4,240.66,Returning
2024-09-12,13,Afternoon,Phone,Deluxe,14.13,0,0,New
2025-05-01,10,Morning,Phone,Premium,57.53,0,0,Returning
2025-04-10,11,Morning,Walk-in,Basic,82.42,2,301.26,Returning
2024-05-05,13,Afternoon,Walk-in,Basic,83.36,5,382.96,New
2024-06-14,14,Afternoon,Phone,Deluxe,67.41,4,340.93,Returning
2025-04-04,19,Evening,Walk-in,Basic,21.22,0,0,New
2024-12-01,13,Afternoon,Online,Basic,13.77,4,119.37,Returning
2024-06-30,17,Evening,Phone,Premium,48.98,1,69.01,New
2025-04-17,17,Evening,Phone,Premium,94,3,650.03,Returning
2025-01-12,14,Afternoon,Online,Premium,66.45,3,273.73,Returning
2024-07-29,20,Evening,Social Media,Deluxe,45.09,2,126.83,New
2024-08-19,8,Morning,Walk-in,Deluxe,71.84,1,106.86,Returning
2025-02-09,21,Night,Walk-in,Premium,70.46,0,0,New
2025-01-31,13,Afternoon,Walk-in,Premium,97.42,3,406.43,New
2024-05-21,17,Evening,Social Media,Premium,24.55,4,112.64,New
2024-11-14,9,Morning,Walk-in,Basic,54.47,4,265.01,New
2024-08-28,8,Morning,Walk-in,Premium,10.36,3,57.72,New
2025-04-20,11,Morning,Walk-in,Basic,74.62,4,269.17,Returning
2025-02-01,8,Morning,Social Media,Basic,40.5,2,146.06,New
2024-05-28,15,Afternoon,Walk-in,Premium,26.38,2,69.55,Returning
2025-01-08,16,Afternoon,Online,Basic,43.82,2,92.86,Returning
2025-03-23,17,Evening,Walk-in,Basic,79.85,4,686.83,New
2025-03-14,12,Afternoon,Social Media,Premium,14.8,4,85.43,New
2025-04-08,19,Evening,Online,Premium,89.77,5,631.47,New
2024-09-10,18,Evening,Phone,Deluxe,55.93,4,243.27,New
2025-03-22,17,Evening,Phone,Deluxe,21.88,2,67.4,New
2025-03-08,15,Afternoon,Phone,Premium,64.11,2,181.27,New
2025-04-03,21,Night,Online,Deluxe,90.4,2,287.54,Returning
2025-04-09,11,Morning,Online,Deluxe,82.14,2,286.51,New
2024-07-31,10,Morning,Online,Deluxe,54.21,2,223.13,Returning
2024-05-15,14,Afternoon,Social Media,Premium,46.26,6,337.13,Returning
2024-08-01,13,Afternoon,Walk-in,Deluxe,75.88,3,388.77,New
2024-07-11,9,Morning,Online,Deluxe,62.94,7,1092.33,Returning
2024-11-28,9,Morning,Online,Deluxe,10.56,2,20.16,New
2024-10-21,9,Morning,Online,Premium,9.48,1,18.84,Returning
2025-01-08,19,Evening,Online,Basic,71.09,5,318.84,Returning
2024-10-26,17,Evening,Phone,Deluxe,84.95,1,124.16,New
2024-06-25,11,Morning,Social Media,Deluxe,71.02,1,112.35,Returning
2024-09-10,16,Afternoon,Walk-in,Deluxe,84.76,5,1035.09,Returning
2025-02-20,19,Evening,Online,Deluxe,21.53,2,100.6,New
2025-03-21,13,Afternoon,Social Media,Premium,21.85,2,107.92,New
2024-10-09,15,Afternoon,Social Media,Premium,14.1,3,86.89,Returning
2024-07-03,11,Morning,Phone,Basic,44.99,3,153.89,Returning
2024-06-09,13,Afternoon,Phone,Premium,22.69,1,24.26,New
2024-08-31,9,Morning,Phone,Premium,43.32,1,86.91,Returning
2025-02-27,11,Morning,Online,Premium,24.19,5,181.11,New
2024-06-26,10,Morning,Online,Premium,85.09,2,378.11,New
2024-11-09,19,Evening,Walk-in,Deluxe,45.06,2,185.96,Returning
2025-04-04,18,Evening,Walk-in,Deluxe,57.14,4,317.2,Returning
2025-04-25,11,Morning,Phone,Deluxe,19.88,2,83.24,Returning
2025-02-22,14,Afternoon,Walk-in,Premium,44.83,5,448.7,New
2024-12-18,14,Afternoon,Online,Basic,8.64,1,19.83,New
2025-01-25,20,Evening,Walk-in,Basic,9.48,1,23.38,New
2025-03-10,14,Afternoon,Phone,Basic,53.89,2,89.78,Returning
2024-07-07,20,Evening,Social Media,Deluxe,21.47,2,64.19,Returning
2024-06-05,14,Afternoon,Walk-in,Basic,27.66,1,41.04,New
2025-04-27,10,Morning,Walk-in,Premium,37.74,4,316.05,Returning
2024-12-29,13,Afternoon,Walk-in,Basic,58.62,2,290.15,New
2025-03-12,21,Night,Phone,Premium,72.34,2,214.16,Returning
2025-04-04,21,Night,Social Media,Deluxe,64.43,4,626.13,Returning
2024-08-31,20,Evening,Walk-in,Deluxe,94.4,2,185.73,New
2024-08-07,21,Night,Online,Basic,92.87,2,372.22,Returning
2024-07-22,18,Evening,Online,Deluxe,87.05,1,214.42,New
2024-09-18,8,Morning,Phone,Basic,73.9,3,512.66,Returning
2024-09-13,9,Morning,Online,Premium,65.06,2,207.71,Returning
2024-06-17,21,Night,Social Media,Deluxe,6.24,4,46.19,New
2024-08-15,13,Afternoon,Social Media,Premium,73.45,3,326.88,New
2024-11-10,17,Evening,Walk-in,Basic,75.19,1,112.83,Returning
2024-10-02,20,Evening,Social Media,Premium,64.49,0,0,New
2024-09-06,15,Afternoon,Walk-in,Deluxe,74.47,7,588.15,Returning
2024-07-11,12,Afternoon,Walk-in,Basic,81.88,5,892.69,New
2024-07-04,8,Morning,Phone,Deluxe,40.61,1,91.53,New
2025-03-03,19,Evening,Social Media,Basic,64.72,3,456.01,Returning
2024-09-18,14,Afternoon,Walk-in,Premium,27.72,6,363.79,Returning
2025-01-13,20,Evening,Online,Basic,59.24,2,170.42,New
2025-04-05,11,Morning,Phone,Deluxe,42.31,6,539.87,Returning
2025-01-22,14,Afternoon,Online,Deluxe,41.84,2,101.03,Returning
2025-04-14,15,Afternoon,Phone,Basic,66.1,5,353.56,New
2024-11-29,11,Morning,Online,Deluxe,62.25,2,305.63,New
2024-10-19,16,Afternoon,Phone,Premium,49.38,4,407.25,Returning
2024-11-20,13,Afternoon,Online,Premium,41.27,1,71.18,Returning
2024-09-15,20,Evening,Walk-in,Deluxe,86.2,6,730.57,Returning
2024-06-06,18,Evening,Walk-in,Basic,95.26,1,156.41,Returning
2025-03-25,11,Morning,Walk-in,Basic,94.74,1,113,Returning
2024-11-02,9,Morning,Online,Deluxe,39.22,6,509.71,Returning
2024-05-11,19,Evening,Online,Premium,5.07,5,35.18,Returning
2024-07-25,20,Evening,Phone,Deluxe,68.62,0,0,Returning
2024-11-11,17,Evening,Online,Premium,71.81,2,291.35,New
2024-09-24,21,Night,Walk-in,Deluxe,68.65,2,111.62,New
2025-01-01,8,Morning,Online,Premium,71.28,4,499.21,New
2025-02-01,20,Evening,Phone,Premium,13.65,4,118.44,New
2025-02-25,20,Evening,Phone,Basic,63.16,4,563.28,Returning
2024-11-05,13,Afternoon,Online,Deluxe,17.55,2,52.09,Returning
2024-06-26,12,Afternoon,Phone,Deluxe,21.12,2,86.83,New
2024-07-09,21,Night,Online,Basic,55.14,3,236.86,New
2024-10-13,21,Night,Online,Deluxe,58.73,4,235.7,Returning
2025-04-24,12,Afternoon,Social Media,Basic,59.68,3,390.06,New
2024-10-11,20,Evening,Walk-in,Deluxe,90.12,8,967.44,New
2024-12-22,20,Evening,Social Media,Basic,38.46,2,89.67,New
2024-06-06,11,Morning,Social Media,Basic,31.01,4,185.94,Returning
2024-10-13,12,Afternoon,Online,Basic,75.49,4,597.53,New
2025-02-06,21,Night,Phone,Premium,8.04,5,34.28,Returning
2024-06-11,12,Afternoon,Online,Basic,47.67,3,314.15,New
2024-10-30,9,Morning,Walk-in,Basic,51.22,1,68.35,Returning
2024-07-11,14,Afternoon,Social Media,Basic,46.47,4,279.56,New
2024-09-12,17,Evening,Social Media,Premium,10.76,0,0,New
2024-09-18,20,Evening,Walk-in,Premium,85.41,4,408,New
2024-10-10,17,Evening,Walk-in,Basic,71.47,4,529.4,Returning
2025-03-03,13,Afternoon,Social Media,Basic,54.02,1,86.43,New
2024-05-14,19,Evening,Walk-in,Premium,8.52,2,29.59,Returning
2025-04-18,17,Evening,Phone,Basic,81.8,1,109.04,Returning
2024-11-21,19,Evening,Online,Basic,24.64,3,133.27,Returning
2024-12-07,19,Evening,Social Media,Deluxe,45.86,6,447.83,Returning
2025-03-03,17,Evening,Walk-in,Basic,64.95,2,241.51,Returning
2025-01-21,13,Afternoon,Online,Basic,72.51,6,915.57,New
2024-12-01,15,Afternoon,Online,Deluxe,11.82,5,76.34,Returning
2025-03-13,21,Night,Walk-in,Basic,27.27,3,152.4,New
2024-05-31,12,Afternoon,Online,Deluxe,65.51,3,448.79,Returning
2025-01-13,9,Morning,Walk-in,Basic,53.65,3,178.13,New
2025-04-13,11,Morning,Online,Basic,91.22,2,235.94,New
2024-09-24,20,Evening,Walk-in,Deluxe,24.1,1,30.71,New
2024-09-03,21,Night,Walk-in,Basic,81.43,4,681.83,New
2024-10-30,10,Morning,Online,Deluxe,18.63,1,34.35,New
2024-08-15,21,Night,Online,Basic,56.57,3,194.66,New
2025-03-19,8,Morning,Phone,Basic,55.38,2,221.7,Returning
2024-05-24,12,Afternoon,Phone,Deluxe,66.34,2,265.25,New
2024-08-31,14,Afternoon,Walk-in,Basic,12.66,2,36.74,Returning
2025-02-06,18,Evening,Walk-in,Basic,38.73,1,71.71,Returning
2024-10-03,20,Evening,Online,Deluxe,46.83,0,0,Returning
2025-03-12,13,Afternoon,Walk-in,Premium,24.56,5,108.42,New
2025-04-29,8,Morning,Walk-in,Deluxe,11.19,3,30.04,New
2024-07-03,16,Afternoon,Online,Deluxe,66.41,3,383.04,New
2025-03-25,18,Evening,Online,Premium,65.43,1,163.57,Returning
2024-12-05,15,Afternoon,Phone,Premium,66.2,5,530.26,Returning
2024-09-14,11,Morning,Online,Basic,27.19,3,84.18,Returning
2024-06-29,15,Afternoon,Phone,Deluxe,31.55,2,87.82,Returning
2024-12-07,21,Night,Phone,Premium,96.85,1,125.48,Returning
2024-11-25,9,Morning,Phone,Premium,46.07,1,91.27,New
2025-01-24,19,Evening,Online,Deluxe,85.87,4,515.92,Returning
2024-10-06,9,Morning,Online,Premium,45.73,1,67.57,New
2024-06-30,14,Afternoon,Phone,Basic,50.81,2,218.24,Returning
2024-11-16,13,Afternoon,Online,Basic,36.02,3,214.35,Returning
2024-11-24,12,Afternoon,Phone,Deluxe,6.66,2,25.56,New
2024-11-29,17,Evening,Online,Premium,11.86,3,59.69,Returning
2025-02-14,18,Evening,Phone,Deluxe,85.29,2,256.82,New
2024-10-13,11,Morning,Walk-in,Deluxe,33.19,4,329.08,Returning
2025-01-05,20,Evening,Online,Basic,28.65,3,89.75,Returning
2024-11-26,15,Afternoon,Social Media,Premium,48.76,3,238.27,New
2024-10-12,12,Afternoon,Phone,Premium,11.71,1,13.15,New
2024-08-07,16,Afternoon,Online,Premium,18.5,1,40.35,Returning
2024-08-24,15,Afternoon,Online,Deluxe,94.66,1,190.93,New
2024-06-23,11,Morning,Online,Basic,99.07,2,318.11,New
2025-04-14,17,Evening,Phone,Premium,42.62,5,274.16,New
2025-03-23,14,Afternoon,Online,Premium,16.88,3,41.49,New
2025-03-21,8,Morning,Phone,Premium,24.12,3,111.11,Returning
2024-11-12,20,Evening,Online,Premium,51.14,5,209.83,Returning
2024-12-27,12,Afternoon,Online,Basic,65.57,5,510.14,Returning
2024-09-28,20,Evening,Phone,Premium,35.63,2,93.35,Returning
2025-01-02,11,Morning,Phone,Basic,8.75,2,23.42,Returning
2024-09-01,12,Afternoon,Online,Deluxe,58.3,2,274.44,Returning
2024-11-13,16,Afternoon,Online,Deluxe,44.3,3,157.48,Returning
2024-06-24,20,Evening,Phone,Basic,72.03,0,0,New
2024-05-16,14,Afternoon,Online,Premium,10.48,2,31.3,New
2024-07-18,14,Afternoon,Online,Basic,64.31,2,136.52,New
2024-07-08,21,Night,Phone,Basic,58.82,4,540.9,Returning
2024-12-09,10,Morning,Online,Premium,65.96,2,157.9,New
2024-08-17,11,Morning,Phone,Basic,55.48,2,93.23,Returning
2025-04-21,8,Morning,Phone,Deluxe,30.26,1,54.47,Returning
2024-07-14,16,Afternoon,Online,Premium,91.55,0,0,New
2024-08-30,11,Morning,Phone,Deluxe,91.87,0,0,New
2024-09-15,10,Morning,Online,Deluxe,63.75,2,224.67,New
2024-09-10,21,Night,Online,Deluxe,82.73,4,704.32,New
2025-03-07,10,Morning,Walk-in,Deluxe,76.95,1,192.35,New
2024-10-25,21,Night,Online,Deluxe,55.18,2,247.95,New
2024-07-04,18,Evening,Walk-in,Deluxe,43.26,7,457.04,Returning
2025-01-28,20,Evening,Social Media,Basic,77.03,4,634.64,New
2024-09-30,13,Afternoon,Online,Premium,16.27,2,31.25,Returning
2024-08-15,17,Evening,Walk-in,Basic,34.41,6,238.31,New
2025-02-20,18,Evening,Walk-in,Premium,91.55,5,519.54,Returning
2025-01-03,21,Night,Walk-in,Premium,62.81,6,893.47,New
2024-05-14,11,Morning,Online,Premium,89.46,3,570.47,Returning
2024-09-14,21,Night,Walk-in,Premium,71.87,2,125.47,New
2025-03-09,17,Evening,Phone,Basic,41.81,2,103.94,Returning
2025-03-14,17,Evening,Walk-in,Deluxe,53.52,3,372.23,New
2024-06-30,8,Morning,Phone,Basic,36.86,3,129.7,Returning
2025-02-05,12,Afternoon,Online,Premium,74.88,1,104.4,Returning
2024-07-17,14,Afternoon,Phone,Basic,63.67,4,342.49,New
2024-05-18,19,Evening,Phone,Deluxe,34.8,1,28.15,Returning
2025-02-09,21,Night,Online,Deluxe,5.1,4,41.98,Returning
2025-01-31,16,Afternoon,Walk-in,Premium,31.85,4,271.02,Returning
2024-11-15,20,Evening,Online,Deluxe,63.62,2,183.67,New
2025-03-22,16,Afternoon,Online,Basic,49.79,2,144.14,New
2024-09-07,17,Evening,Online,Premium,36.29,3,93.46,Returning
2025-03-10,20,Evening,Walk-in,Basic,65.86,4,308.73,New
2025-04-09,17,Evening,Online,Deluxe,43.64,1,92.63,New
2024-10-09,16,Afternoon,Walk-in,Deluxe,31.12,5,245.86,New
2025-04-14,21,Night,Walk-in,Premium,83.72,4,693.91,New
2025-03-18,8,Morning,Walk-in,Premium,49.87,4,479.2,Returning
2024-10-16,16,Afternoon,Walk-in,Premium,48.98,1,42.07,New
2024-09-12,11,Morning,Walk-in,Deluxe,35.25,1,46.1,Returning
2025-02-19,18,Evening,Walk-in,Deluxe,87.76,6,1002.94,Returning
2024-10-07,10,Morning,Online,Deluxe,10.91,5,66.79,New
2024-11-20,11,Morning,Online,Premium,6.97,2,31.94,Returning
2024-09-18,10,Morning,Online,Premium,40.76,3,207.05,New
2024-05-16,19,Evening,Online,Basic,64.32,3,383.12,Returning
2025-02-09,17,Evening,Online,Deluxe,85.67,4,575,Returning
2025-04-25,18,Evening,Walk-in,Deluxe,14.83,3,51.95,Returning
2025-04-28,9,Morning,Walk-in,Basic,39.82,6,427.53,New
2024-07-11,18,Evening,Walk-in,Basic,91.87,6,481.56,New
2025-02-03,15,Afternoon,Phone,Deluxe,85.35,7,1203.66,New
2024-07-21,20,Evening,Walk-in,Basic,16.5,3,68.39,Returning
2025-02-07,12,Afternoon,Phone,Basic,58.76,2,196.49,Returning
2024-06-09,13,Afternoon,Phone,Basic,23.65,3,96.8,New
2024-09-11,13,Afternoon,Online,Basic,33.1,4,118.04,Returning
2024-07-24,18,Evening,Phone,Premium,50.24,2,85.96,Returning
2024-05-04,9,Morning,Online,Deluxe,71.23,3,445.83,Returning
2025-04-27,15,Afternoon,Online,Premium,85.13,3,295.01,Returning
2024-12-14,20,Evening,Phone,Premium,12.44,3,69.03,New
2024-06-02,11,Morning,Online,Deluxe,58.25,2,244.85,Returning
2024-11-01,14,Afternoon,Online,Deluxe,14.8,3,63.71,Returning
2024-12-19,19,Evening,Walk-in,Basic,28.47,5,183.15,New
2024-12-17,12,Afternoon,Phone,Deluxe,80.81,2,330.6,New
2024-08-19,10,Morning,Online,Basic,70.68,5,839.12,Returning
2025-01-31,16,Afternoon,Online,Basic,53.51,1,114.19,New
2025-04-21,15,Afternoon,Phone,Deluxe,27.46,1,68.34,New
2024-11-13,8,Morning,Online,Premium,66.31,4,648.17,Returning
2024-09-03,11,Morning,Walk-in,Basic,29.39,4,180,Returning
2024-07-16,10,Morning,Walk-in,Basic,26.1,5,285.03,Returning
2024-08-26,11,Morning,Phone,Deluxe,42.73,1,101.55,New
2024-09-18,13,Afternoon,Walk-in,Basic,30.88,4,187.49,New
2024-08-13,20,Evening,Online,Deluxe,60.35,3,324.89,Returning
2024-12-15,10,Morning,Phone,Basic,99.82,5,1176.17,Returning
2024-11-09,8,Morning,Phone,Deluxe,47.78,7,593.85,New
2024-09-13,21,Night,Social Media,Deluxe,5.11,4,44.99,New
2024-12-22,16,Afternoon,Social Media,Deluxe,46.12,2,99.89,Returning
2025-02-24,13,Afternoon,Phone,Deluxe,15.96,0,0,New
2025-01-30,9,Morning,Online,Deluxe,10.85,2,35.67,Returning
2025-01-20,16,Afternoon,Online,Premium,73.44,5,723.27,New
2024-06-23,8,Morning,Phone,Deluxe,15.34,4,86.7,New
2025-03-09,14,Afternoon,Phone,Basic,63.15,1,51.99,Returning
2024-08-07,15,Afternoon,Walk-in,Premium,6.03,1,5.68,New
2024-06-29,11,Morning,Phone,Premium,58.61,3,330.12,New
2024-07-06,14,Afternoon,Online,Basic,61.88,5,400.98,New
2024-10-21,15,Afternoon,Social Media,Premium,34.14,4,136.21,New
2024-08-25,9,Morning,Phone,Basic,8.38,3,26.77,New
2024-06-30,12,Afternoon,Online,Deluxe,24.3,3,151.38,New
2024-08-24,8,Morning,Walk-in,Basic,56.13,2,137.5,New
2024-09-25,9,Morning,Walk-in,Premium,55.39,2,231.05,Returning
2025-03-25,9,Morning,Walk-in,Deluxe,95.33,2,262.41,Returning
2024-12-14,20,Evening,Online,Deluxe,25.82,1,22.74,New
2025-03-20,18,Evening,Walk-in,Basic,24.62,3,169.56,New
2025-04-27,16,Afternoon,Online,Deluxe,21.25,5,192.49,Returning
2024-08-06,16,Afternoon,Online,Premium,94.25,5,533.96,New
2024-11-17,11,Morning,Phone,Deluxe,22.18,2,107.04,Returning
2025-01-05,14,Afternoon,Walk-in,Deluxe,10.71,1,11.96,Returning
2025-01-29,9,Morning,Online,Deluxe,57.1,1,85.12,New
2024-06-23,12,Afternoon,Walk-in,Deluxe,90.72,4,853.31,New
2024-07-02,20,Evening,Phone,Deluxe,34.74,0,0,Returning
2024-10-02,10,Morning,Online,Premium,68.53,3,507.91,New
2025-03-11,13,Afternoon,Online,Basic,38.77,3,239.18,Returning
2025-01-20,20,Evening,Social Media,Basic,32.1,4,173.61,Returning
2025-04-26,17,Evening,Online,Basic,64.7,1,124.72,New
2024-11-15,19,Evening,Online,Premium,23.55,0,0,Returning
2025-02-28,13,Afternoon,Online,Basic,41.67,3,261.89,Returning
2025-02-19,10,Morning,Walk-in,Premium,56.17,2,249.02,New
2024-09-20,20,Evening,Walk-in,Basic,41.81,3,257.62,Returning
2025-02-01,15,Afternoon,Online,Premium,30.86,2,70.08,New
2024-12-05,21,Night,Online,Deluxe,39.98,0,0,Returning
2025-03-14,11,Morning,Online,Deluxe,95.45,3,663.15,New
2024-12-25,11,Morning,Walk-in,Deluxe,88.38,2,306.43,Returning
2024-08-17,18,Evening,Social Media,Basic,18.3,2,30.07,New
2024-05-08,11,Morning,Phone,Deluxe,35.13,2,78.7,New
2024-12-05,17,Evening,Online,Deluxe,89.7,2,178.38,New
2024-07-10,15,Afternoon,Phone,Premium,24.19,4,86.97,New
2025-03-05,21,Night,Online,Premium,61.13,3,305.29,New
2024-07-21,8,Morning,Social Media,Premium,49.74,0,0,New
2024-06-30,9,Morning,Phone,Basic,21.55,0,0,New
2025-01-04,15,Afternoon,Social Media,Deluxe,46.07,2,137.1,Returning
2024-05-10,17,Evening,Phone,Premium,52.5,1,118.07,New
2024-10-06,18,Evening,Online,Premium,72.73,3,383.56,Returning
2025-03-08,11,Morning,Phone,Deluxe,37.69,1,62.08,Returning
2025-02-10,10,Morning,Online,Basic,44.37,1,92.06,Returning
2024-06-02,19,Evening,Online,Deluxe,85.8,3,531.43,Returning
2025-02-05,15,Afternoon,Online,Premium,91.52,3,423.26,New
2024-12-17,14,Afternoon,Phone,Basic,95.98,7,582.22,Returning
2024-05-24,21,Night,Online,Premium,78.39,4,326.54,New
2024-09-02,13,Afternoon,Walk-in,Basic,80.5,6,1111.21,Returning
2025-04-07,9,Morning,Phone,Premium,27.62,0,0,New
2025-02-22,16,Afternoon,Online,Basic,88.07,1,149.88,New
2024-12-03,10,Morning,Online,Deluxe,13.08,2,24.12,Returning
